seller_id,spike_type,start_day,n_orders,duration_days,ramp_rate_vs_baseline,pct_new_buyers,n_distinct_states,geo_entropy,mean_delivery_days,std_delivery_days,return_rate,refund_claim_speed_days,refund_claim_speed_std
2316,organic,6,16,3,2.781,0.6,11,2.953,11.975,5.657,0.015,6.327,3.745
3931,anomalous,17,53,3,19.081,0.877,7,1.073,6.212,1.918,0.791,3.019,0.862
2223,organic,76,20,3,3.204,0.331,7,2.19,6.519,5.752,0.06,13.526,1.43
3930,anomalous,16,82,2,17.544,0.845,3,0.163,5.543,0.722,0.575,3.007,0.281
359,organic,131,48,3,4.996,0.602,6,1.148,8.449,6.42,0.058,9.178,3.997
3404,organic,52,58,4,9.023,0.679,9,1.53,15.191,7.145,0.114,10.825,2.975
576,organic,53,54,3,7.595,0.797,7,1.494,3.231,4.608,0.33,1.941,2.457
2103,anomalous,29,51,2,11.682,0.865,5,0.332,1.935,1.515,0.757,0.804,0.342
1269,organic,125,23,3,4.5,0.772,6,1.986,14.243,4.04,0.229,6.168,1.41
1042,organic,132,21,2,8.206,0.631,12,2.513,10.27,5.098,0.196,4.808,2.736
3429,organic,63,21,3,7.371,0.558,17,3.66,4.248,2.891,0.183,4.488,2.254
3394,anomalous,52,57,1,24.279,0.858,5,0.754,0.755,0.784,0.846,1.166,0.483
1631,organic,10,11,1,8.277,0.859,7,2.032,2.208,5.656,0.162,4.034,3.219
3851,anomalous,101,50,3,6.697,0.791,6,1.201,3.202,4.857,0.537,2.167,0.264
2779,anomalous,20,99,3,12.331,0.718,6,1.005,3.463,2.068,0.473,4.379,0.706
3255,organic,30,42,3,6.536,0.564,9,1.985,17.15,8.115,0.006,10.696,4.884
3584,organic,92,28,3,5.948,0.598,15,2.768,19.102,3.689,0.034,10.357,4.356
2846,organic,35,27,3,4.325,0.67,4,1.224,5.44,3.639,0.317,5.22,4.579
1503,organic,59,12,1,12.079,0.503,2,0.807,6.925,3.736,0.037,7.5,0.686
3867,organic,147,19,2,6.779,0.623,7,1.73,4.993,3.55,0.081,10.692,3.23
1893,anomalous,114,12,1,14.231,0.836,1,0.267,2.656,1.05,0.714,1.354,0.323
968,organic,162,26,3,8.493,0.433,18,3.869,16.206,7.287,0.267,11.147,5.122
2344,organic,42,19,2,5.383,0.848,5,1.444,10.41,2.596,0.073,12.251,2.614
3792,organic,48,46,3,4.781,0.471,18,3.101,13.644,8.134,0.162,8.255,1.759
402,organic,65,64,3,9.772,0.67,3,0.59,7.91,5.014,0.151,6.266,2.26
813,anomalous,4,58,2,11.939,0.743,1,0.171,1.286,1.202,0.663,4.021,0.557
2096,organic,142,63,3,9.648,0.906,5,1.223,6.376,3.77,0.088,3.721,3.981
2369,organic,146,36,2,7.073,0.652,15,2.935,7.209,4.968,0.097,6.12,2.89
2117,organic,53,39,4,8.804,0.686,7,1.753,10.0,7.991,0.215,14.18,1.971
2399,organic,95,44,4,5.941,0.655,10,1.936,11.726,2.563,0.013,8.146,4.197
1543,organic,28,9,2,5.061,0.544,5,1.671,8.006,4.7,0.0,9.359,3.736
1552,organic,137,103,4,9.195,0.545,15,2.107,13.619,4.604,0.023,5.689,1.067
61,organic,104,22,3,4.597,0.663,7,1.564,7.312,6.156,0.105,12.038,1.959
2618,organic,50,90,3,11.736,0.57,8,1.442,7.265,4.713,0.12,6.066,4.033
3017,anomalous,26,30,2,12.221,0.87,6,1.5,3.961,1.056,0.46,3.883,0.849
159,organic,100,99,5,11.387,0.698,9,1.253,11.692,5.958,0.28,5.118,3.001
1329,organic,0,79,3,12.51,0.635,2,0.493,5.976,5.275,0.381,3.929,3.072
746,organic,112,25,2,10.002,0.824,6,1.482,7.286,4.677,0.309,4.365,4.444
1195,organic,132,18,3,6.099,0.532,12,3.084,9.233,3.854,0.0,9.598,3.892
47,organic,74,18,2,9.006,0.439,5,1.22,9.856,4.474,0.284,11.091,2.513
2447,organic,35,25,2,4.223,0.406,5,1.551,9.83,6.806,0.032,9.943,4.533
905,anomalous,59,34,1,31.904,0.917,3,0.75,0.439,0.778,0.761,2.025,0.02
2083,organic,148,57,6,5.117,0.581,5,0.622,4.987,6.999,0.062,7.667,4.753
779,organic,151,44,2,11.716,0.717,9,1.812,3.507,2.799,0.08,3.873,1.512
1969,organic,149,35,4,8.749,0.482,10,1.921,9.812,6.653,0.271,5.405,4.671
1426,organic,13,29,3,4.989,0.229,11,1.964,8.772,7.557,0.018,13.731,1.204
1709,anomalous,42,68,1,31.932,0.855,3,0.678,4.394,1.659,0.635,4.476,0.14
3078,organic,150,50,5,5.957,0.524,8,1.492,6.03,4.549,0.056,9.678,3.263
3816,organic,106,17,2,8.973,0.814,1,0.975,3.887,3.165,0.292,4.47,2.559
365,anomalous,9,30,3,4.9,0.469,11,2.709,7.758,6.429,0.092,12.801,2.078
3548,anomalous,65,26,1,9.885,0.794,3,0.624,4.869,1.291,0.823,5.456,0.606
3658,anomalous,62,69,2,10.814,0.787,4,0.146,5.33,1.519,0.47,2.387,0.548
464,organic,11,44,4,5.601,0.394,5,0.812,10.468,3.486,0.0,9.509,1.662
78,anomalous,135,89,2,21.203,0.842,4,0.629,2.786,0.996,0.936,1.454,0.358
1263,anomalous,40,80,2,14.917,0.908,2,0.307,0.05,0.891,0.861,1.674,0.655
3556,anomalous,97,64,3,13.661,0.683,3,0.439,2.695,2.003,0.585,4.134,0.696
3863,organic,13,46,2,8.075,0.433,6,1.144,6.905,4.771,0.0,8.144,1.751
3774,organic,141,30,1,17.762,0.731,7,1.588,5.908,6.199,0.214,5.155,1.821
2383,anomalous,34,43,1,21.905,0.916,1,0.353,2.79,0.902,0.705,1.191,0.555
2677,organic,145,13,1,6.525,0.771,13,3.591,7.421,3.867,0.254,7.179,2.989
696,organic,154,20,2,9.336,0.771,7,1.856,9.914,3.182,0.19,7.249,1.539
157,organic,56,53,4,4.867,0.486,16,2.255,7.104,3.441,0.044,6.88,2.809
3449,organic,7,29,1,12.957,0.774,16,3.202,5.715,4.152,0.113,3.694,1.991
3107,organic,169,34,2,9.093,0.558,5,1.214,16.338,5.253,0.029,8.33,3.262
2705,organic,109,29,1,12.551,0.839,15,2.716,9.193,8.206,0.057,2.852,1.894
2996,anomalous,165,37,1,12.769,0.825,1,0.364,3.513,0.513,0.829,0.485,0.714
2380,organic,131,71,1,31.449,0.857,1,0.148,2.264,0.982,0.536,4.174,0.504
2331,organic,77,25,1,14.053,0.744,5,1.308,10.96,6.396,0.262,4.411,2.384
1399,anomalous,160,162,2,28.794,0.939,3,0.539,1.13,0.904,0.79,1.303,0.255
878,organic,49,37,3,9.523,0.82,5,0.768,3.662,4.253,0.21,5.536,3.769
3100,organic,10,14,2,6.073,0.556,15,3.724,10.194,5.296,0.198,7.327,2.501
970,organic,107,48,3,5.208,0.22,7,1.146,11.094,5.91,0.063,9.155,1.251
2932,organic,74,60,3,11.328,0.781,7,1.158,4.054,7.53,0.125,7.719,1.115
1753,organic,127,29,6,7.305,0.345,4,1.138,5.593,4.197,0.098,6.888,4.129
1193,organic,51,76,2,9.533,0.507,5,0.841,5.25,8.445,0.185,4.634,4.482
537,anomalous,128,33,1,26.236,0.923,3,0.797,0.513,1.668,0.668,0.087,0.289
1346,organic,164,20,3,3.173,0.576,8,2.097,10.467,3.825,0.009,15.11,2.701
1717,organic,27,21,2,10.876,0.527,7,1.622,3.462,5.329,0.135,11.78,2.147
1121,organic,161,12,1,6.974,0.714,6,1.687,7.169,2.657,0.305,2.455,3.804
2632,organic,156,92,3,13.854,0.867,16,2.873,7.685,6.895,0.139,4.15,2.57
3217,organic,86,48,3,8.41,0.476,17,3.27,14.692,3.268,0.055,8.478,2.667
1680,organic,156,18,4,2.797,0.622,7,1.453,13.663,5.365,0.206,9.367,3.657
1186,organic,129,26,4,9.459,0.583,11,3.51,6.798,2.528,0.099,13.485,1.649
249,organic,65,30,4,3.556,0.32,14,2.79,7.916,3.871,0.007,10.68,4.839
3993,anomalous,98,60,3,10.767,0.677,3,0.49,5.886,2.204,0.24,5.19,0.896
1513,organic,85,39,1,13.691,0.816,6,1.453,3.93,2.636,0.274,4.942,3.822
3264,organic,77,34,2,8.014,0.637,18,3.561,4.448,7.491,0.137,6.994,3.768
1207,organic,29,37,1,11.669,0.735,17,3.038,8.208,7.585,0.133,9.417,2.567
472,organic,5,45,1,13.533,0.894,2,0.573,8.767,6.249,0.446,4.007,2.26
2783,anomalous,130,39,1,14.269,0.869,1,0.204,1.248,0.869,0.622,4.553,0.382
2664,organic,31,46,3,6.901,0.584,18,3.226,9.25,8.395,0.306,13.564,1.561
472,anomalous,116,65,2,8.565,0.695,3,0.604,7.097,2.582,0.502,1.883,0.736
1204,anomalous,57,16,1,15.617,0.714,4,0.859,3.177,1.018,0.565,1.221,1.378
2071,organic,27,48,2,11.683,0.742,13,2.481,9.796,5.588,0.253,9.598,2.403
1376,organic,114,28,2,9.267,0.657,3,0.728,8.648,6.082,0.041,11.39,1.625
2921,organic,12,17,1,7.491,0.49,10,2.356,6.852,7.203,0.0,9.665,1.39
1934,organic,59,12,1,9.806,0.721,4,1.389,9.443,4.799,0.265,4.309,3.087
2037,organic,132,69,3,11.136,0.724,6,1.026,4.361,6.802,0.412,2.826,3.22
3220,organic,100,85,3,14.559,0.801,7,1.42,7.005,4.659,0.199,8.097,2.794
205,organic,36,50,5,8.852,0.511,7,1.587,12.941,2.618,0.0,9.531,3.58
345,organic,125,9,1,5.094,0.747,10,3.262,6.494,5.645,0.124,7.174,2.748
1333,anomalous,36,37,2,10.668,0.869,4,0.635,3.083,0.418,0.878,4.083,0.413
967,organic,122,40,5,6.232,0.663,14,2.83,15.799,3.534,0.172,8.493,1.134
1219,organic,132,19,1,6.804,0.54,11,2.841,4.022,6.63,0.16,5.088,3.612
719,anomalous,146,138,2,27.27,0.647,3,0.29,2.326,1.162,0.88,2.845,0.347
253,anomalous,91,34,1,22.449,0.956,2,0.388,2.0,1.026,0.654,0.085,0.564
1782,organic,46,36,2,9.725,0.797,7,1.664,11.146,7.566,0.363,8.364,3.386
554,organic,1,16,2,5.657,0.436,10,3.122,9.233,3.021,0.018,8.72,1.517
2763,anomalous,45,56,1,21.139,0.713,6,0.653,3.623,1.458,0.428,3.694,0.02
34,anomalous,28,60,3,8.451,0.66,6,1.295,4.079,2.63,0.138,3.344,1.336
566,anomalous,15,72,1,24.239,0.947,2,0.358,1.316,0.534,0.646,0.925,0.416
863,organic,31,52,2,12.645,0.619,10,1.548,4.991,7.0,0.0,6.948,4.221
3202,organic,124,8,1,10.159,0.552,11,3.398,9.136,4.113,0.202,11.409,4.578
2154,anomalous,146,12,1,12.731,0.988,2,0.7,0.418,0.876,0.755,1.223,0.239
3295,organic,65,19,1,12.547,0.877,6,1.568,5.99,8.003,0.104,10.22,1.379
670,organic,73,22,2,8.554,0.626,9,2.221,7.781,6.531,0.155,4.556,3.083
3396,anomalous,38,48,4,6.452,0.612,7,1.326,1.925,2.596,0.43,5.104,2.536
2176,anomalous,74,86,3,10.767,0.708,2,0.475,2.012,4.28,0.392,4.464,1.567
1247,organic,122,22,1,11.449,0.905,4,0.89,9.041,5.21,0.283,3.38,3.528
1546,anomalous,164,75,2,16.114,0.749,1,0.174,1.081,0.488,0.759,1.699,0.367
2760,organic,15,20,2,6.091,0.5,10,2.066,6.063,5.761,0.237,8.918,3.313
2674,anomalous,0,12,1,8.27,0.859,6,1.265,3.454,0.856,0.611,1.046,0.835
370,anomalous,169,20,1,12.209,0.77,6,1.447,4.457,1.509,0.438,0.785,1.299
649,organic,34,30,4,9.391,0.525,5,1.184,10.155,3.699,0.018,8.237,3.608
2851,organic,15,63,4,9.706,0.611,17,2.824,12.321,6.833,0.098,5.969,1.502
1356,organic,169,34,3,8.93,0.924,6,1.068,6.393,8.445,0.21,5.518,1.758
252,organic,86,11,2,4.011,0.606,13,3.923,4.455,2.255,0.014,8.401,4.496
3457,anomalous,120,53,3,12.041,0.578,9,1.514,3.069,1.094,0.205,4.446,2.846
1046,anomalous,36,34,1,17.471,0.774,6,0.585,3.276,0.316,0.664,0.62,0.261
3197,organic,13,29,2,10.566,0.729,8,2.082,4.686,4.426,0.369,8.513,3.989
1845,organic,88,35,2,14.666,0.73,6,1.291,5.288,3.808,0.249,5.877,4.236
2978,organic,128,10,2,2.712,0.556,7,2.936,8.776,4.309,0.282,12.189,2.713
1035,organic,90,39,4,5.849,0.534,10,2.154,10.343,3.907,0.132,7.408,4.656
652,anomalous,88,52,1,25.095,0.836,3,0.472,2.08,0.861,0.82,3.827,0.495
172,anomalous,123,19,1,18.557,0.986,5,0.211,0.321,0.979,0.745,4.035,0.356
2793,organic,102,81,2,15.105,0.578,7,1.108,6.383,4.481,0.329,4.331,2.391
2453,anomalous,49,35,2,7.77,0.693,4,0.805,5.432,2.51,0.354,4.535,0.756
1784,anomalous,166,104,2,29.868,0.855,3,0.546,2.229,0.683,0.886,0.412,0.803
442,organic,72,29,1,10.271,0.457,5,1.253,9.429,7.098,0.066,7.304,3.371
2463,organic,163,28,1,14.978,0.833,8,1.824,4.136,5.784,0.241,2.475,4.644
3783,organic,70,25,2,5.065,0.607,3,0.862,12.47,2.919,0.178,14.973,2.565
3721,anomalous,37,90,3,7.965,0.867,4,0.909,3.049,2.772,0.502,4.578,1.204
2286,organic,113,28,1,12.021,0.802,7,1.713,6.912,3.634,0.26,7.184,3.385
2993,organic,112,19,4,3.691,0.409,5,1.433,11.068,7.281,0.119,6.509,3.351
1519,anomalous,27,57,3,6.496,0.72,5,1.141,4.786,3.127,0.276,3.844,1.492
841,organic,146,29,2,8.736,0.736,6,1.257,2.395,7.55,0.31,2.64,2.191
3424,organic,40,30,1,14.073,0.766,5,1.109,8.82,6.672,0.23,3.568,2.821
2373,organic,58,11,1,12.364,0.83,5,1.421,11.062,3.579,0.181,12.357,2.252
1442,organic,72,45,2,12.873,0.459,7,1.66,11.034,6.719,0.2,8.042,4.135
3698,organic,165,13,1,8.049,0.81,6,2.156,10.25,7.462,0.198,8.5,1.671
1835,organic,130,32,2,7.874,0.619,15,3.395,5.918,2.674,0.03,12.661,3.898
439,anomalous,24,100,2,16.351,0.699,4,0.657,3.647,1.147,0.341,4.233,0.42
618,organic,62,27,2,12.669,0.802,2,0.618,10.015,3.292,0.231,8.582,5.004
1811,anomalous,5,35,2,9.933,0.573,8,1.551,7.389,2.336,0.248,4.154,1.63
2504,organic,94,29,5,5.122,0.42,13,2.499,10.263,7.205,0.083,5.779,2.055
1531,anomalous,83,24,1,14.324,0.746,3,0.646,3.268,0.479,0.538,4.675,0.567
689,organic,167,29,2,7.451,0.567,8,1.814,8.504,4.35,0.078,4.776,1.02
3578,anomalous,47,44,3,10.662,0.845,8,1.595,7.639,6.818,0.202,10.076,3.404
1351,anomalous,122,31,3,5.305,0.494,15,2.86,6.663,6.589,0.251,7.197,1.374
2749,anomalous,6,115,3,15.586,0.754,8,1.127,4.422,3.586,0.322,9.463,3.323
2319,organic,7,24,3,5.234,0.676,9,3.588,11.164,7.188,0.233,14.418,4.184
3893,organic,167,23,3,7.835,0.339,4,0.971,5.837,6.256,0.187,8.361,2.914
3205,organic,113,108,3,17.158,0.934,6,0.925,6.402,7.306,0.301,6.585,2.121
353,organic,25,9,1,9.931,0.456,7,2.327,6.608,5.28,0.142,7.507,4.665
1551,organic,4,22,2,8.573,0.823,4,1.06,5.434,7.709,0.37,7.168,4.296
1928,anomalous,59,28,1,19.404,0.731,4,0.778,0.05,2.759,0.81,1.948,0.422
2838,organic,124,37,3,12.529,0.641,4,0.828,2.762,7.934,0.36,4.035,4.365
1125,organic,118,60,3,10.733,0.653,11,1.914,11.18,5.49,0.257,8.224,1.614
2656,organic,133,85,3,11.127,0.921,6,1.207,5.096,7.046,0.129,7.47,1.448
1590,anomalous,37,30,1,16.622,0.697,4,1.066,3.738,2.521,0.562,2.853,0.625
3062,organic,52,62,4,7.681,0.631,3,0.654,5.435,8.463,0.258,6.284,3.523
1933,organic,147,14,2,5.781,0.596,15,3.54,12.419,3.213,0.0,10.047,4.836
524,organic,125,18,4,5.273,0.7,7,2.459,8.721,5.691,0.11,10.068,2.4
1170,organic,131,10,1,9.841,0.802,3,1.066,2.714,4.0,0.333,3.09,3.645
1405,anomalous,77,70,3,11.669,0.7,6,0.942,4.982,2.731,0.271,6.026,2.7
2284,organic,98,43,4,5.362,0.656,7,1.417,10.959,7.613,0.054,5.038,3.354
2227,organic,72,12,2,5.927,0.468,11,3.017,3.073,3.62,0.0,8.239,2.437
2410,organic,161,51,2,15.914,0.889,6,1.219,5.113,8.547,0.227,3.885,1.368
1246,organic,97,39,6,4.634,0.579,8,1.177,9.029,8.141,0.077,13.927,1.521
3152,anomalous,43,119,2,12.113,0.703,6,0.774,5.432,1.437,0.549,1.547,1.067
983,anomalous,110,171,2,35.141,0.847,1,0.254,0.292,1.766,0.85,1.958,0.64
768,organic,11,81,2,15.005,0.716,8,1.514,5.708,7.303,0.241,6.633,4.385
2669,organic,97,18,2,8.98,0.714,5,1.275,4.66,3.083,0.226,7.896,2.398
503,organic,124,51,4,7.348,0.66,15,2.56,4.375,2.845,0.057,8.648,2.897
3962,organic,112,30,3,5.706,0.521,16,3.272,8.582,3.869,0.028,5.907,3.789
3048,organic,6,90,3,12.595,0.809,7,1.346,12.59,7.29,0.092,7.855,3.079
3552,anomalous,105,63,2,7.877,0.826,5,1.049,3.17,3.319,0.308,1.891,1.95
1663,organic,5,110,5,9.081,0.54,15,2.264,10.739,8.162,0.157,11.211,2.139
3715,organic,59,65,4,10.628,0.704,9,1.558,10.637,6.048,0.159,10.258,2.635
3750,anomalous,159,111,2,21.748,0.801,2,0.286,2.01,1.501,0.83,1.669,0.582
2269,anomalous,21,53,3,6.751,0.825,9,1.479,10.861,4.149,0.109,5.854,2.505
354,anomalous,104,66,2,13.404,0.82,2,0.292,2.698,0.75,0.692,0.252,0.028
2202,organic,163,59,5,4.785,0.53,13,2.635,9.548,2.554,0.068,9.284,4.703
3267,organic,66,23,6,2.944,0.537,9,3.074,10.789,6.46,0.125,12.329,2.272
2631,organic,108,27,2,7.543,0.625,8,1.958,7.009,6.069,0.191,5.839,1.097
2898,organic,132,19,5,8.851,0.679,5,1.19,9.303,5.037,0.036,6.364,3.757
2796,organic,130,25,1,12.556,0.709,11,2.751,2.731,7.575,0.173,7.416,2.298
1775,anomalous,166,27,1,28.326,0.787,4,0.841,1.844,2.005,0.786,1.931,0.344
602,organic,124,31,1,12.27,0.718,2,0.634,7.492,3.241,0.154,4.887,2.582
1360,organic,21,44,2,15.232,0.796,4,0.981,4.089,3.249,0.236,6.966,3.073
3668,organic,104,54,2,9.988,0.769,3,0.733,9.304,3.698,0.175,6.917,2.535
97,organic,129,45,4,10.266,0.749,13,2.411,7.882,8.041,0.115,5.892,2.269
2418,anomalous,77,61,3,17.657,0.657,7,1.217,3.019,1.413,0.76,3.664,0.922
2021,organic,91,29,2,11.987,0.577,7,2.141,6.859,5.392,0.08,7.496,4.714
902,organic,149,47,2,8.88,0.662,7,1.344,9.925,7.327,0.206,11.737,1.503
2348,organic,120,22,3,3.56,0.551,10,2.407,5.353,6.8,0.222,10.272,3.817
509,organic,54,28,2,3.985,0.368,14,3.208,11.108,5.63,0.105,9.919,4.96
3254,anomalous,90,65,3,8.416,0.541,3,0.68,4.529,3.806,0.439,4.274,1.115
2485,organic,159,42,4,8.527,0.66,7,1.539,6.759,7.12,0.26,6.892,4.713
2545,organic,4,40,3,5.499,0.474,14,2.894,6.934,6.896,0.187,11.499,3.946
2636,organic,113,25,3,3.474,0.259,9,2.025,7.885,3.542,0.012,7.907,4.245
1047,organic,90,18,3,6.621,0.788,14,3.318,10.839,6.695,0.125,9.919,4.492
356,organic,22,63,2,14.051,0.917,3,0.703,8.617,8.498,0.262,4.25,3.047
1799,anomalous,118,16,1,9.492,0.755,5,1.232,6.688,0.928,0.651,2.36,0.85
3179,anomalous,42,86,2,17.537,0.885,3,0.143,5.774,1.783,0.614,0.471,0.315
763,organic,161,68,5,9.472,0.648,9,1.759,8.233,7.21,0.3,12.163,4.462
1819,organic,122,15,1,10.704,0.685,3,0.715,6.68,8.194,0.215,4.204,3.782
1569,anomalous,130,25,1,17.532,0.982,4,0.765,3.19,1.484,0.755,0.05,0.392
1189,organic,77,104,5,6.777,0.675,11,1.946,8.715,6.274,0.118,9.705,4.199
2917,organic,124,40,5,5.315,0.476,10,2.399,7.584,7.915,0.207,6.558,3.888
3804,organic,11,19,1,14.715,0.562,6,1.581,10.333,3.93,0.186,3.992,3.941
55,anomalous,149,83,3,11.569,0.804,1,0.335,3.301,2.904,0.686,4.425,0.02
2152,organic,7,31,3,4.591,0.552,15,2.865,7.149,3.558,0.067,7.507,3.979
1090,anomalous,84,27,1,28.227,0.732,3,0.94,3.588,1.89,0.564,2.034,0.504
3636,organic,153,21,2,11.228,0.568,8,2.053,4.778,2.517,0.147,4.787,3.202
2433,organic,32,28,1,10.153,0.615,4,1.107,6.138,4.944,0.089,2.673,1.132
3058,anomalous,61,65,3,10.705,0.741,5,0.906,1.097,0.314,0.538,2.624,0.821
3427,anomalous,163,72,2,20.177,0.927,3,0.581,1.286,1.734,0.652,1.509,0.513
2723,organic,84,27,3,10.172,0.68,8,1.924,9.308,6.632,0.044,6.329,4.216
2851,anomalous,27,72,3,12.59,0.811,5,0.661,2.714,2.475,0.223,4.709,1.475
174,anomalous,32,41,1,17.298,0.755,7,0.98,5.021,1.029,0.357,4.659,0.459
3435,organic,41,41,4,9.551,0.582,9,2.572,8.663,3.253,0.134,5.963,2.126
3687,anomalous,85,22,1,14.302,0.79,2,0.663,2.082,1.094,0.839,1.643,0.573
3560,organic,60,19,5,2.812,0.666,3,0.972,6.622,6.665,0.03,5.961,4.469
286,organic,97,88,3,13.824,0.853,5,1.035,3.772,5.555,0.254,5.861,1.715
2163,organic,44,33,2,8.496,0.692,16,3.113,9.588,7.623,0.168,6.236,3.608
2248,organic,108,28,4,4.421,0.739,10,2.188,6.617,3.008,0.118,7.616,5.038
1858,anomalous,111,125,2,35.257,0.939,1,0.157,1.696,1.206,0.767,0.973,0.211
844,organic,19,14,2,6.336,0.822,8,2.193,6.973,8.391,0.227,8.306,2.065
1760,anomalous,117,70,1,26.925,0.723,1,0.157,5.02,1.691,0.644,1.108,0.207
1422,organic,120,28,4,4.853,0.455,9,1.815,9.412,4.104,0.033,12.058,1.508
2977,organic,19,11,1,10.082,0.746,8,2.571,8.38,7.009,0.115,12.091,2.137
861,anomalous,36,44,1,26.381,0.992,1,0.172,1.456,0.328,0.778,1.086,0.02
791,anomalous,55,38,1,13.024,0.861,1,0.351,4.051,0.708,0.513,3.574,0.319
2491,organic,25,38,4,6.194,0.609,7,1.533,13.024,3.805,0.0,13.693,3.597
2334,organic,85,13,1,7.868,0.821,6,1.861,6.109,7.487,0.367,4.871,1.732
3499,anomalous,77,33,1,21.065,0.742,2,0.426,0.05,1.152,0.743,1.133,0.444
2842,organic,7,60,4,9.575,0.652,12,2.148,18.903,5.58,0.054,6.053,2.462
2949,organic,37,19,3,4.556,0.501,5,1.255,6.357,6.958,0.0,12.866,1.885
1806,organic,88,10,1,7.496,0.735,5,1.553,5.994,8.221,0.131,7.369,2.9
176,organic,120,23,4,4.881,0.479,12,2.711,10.558,6.937,0.02,6.637,4.851
259,organic,94,17,1,10.761,0.685,8,1.565,7.108,6.448,0.318,11.64,2.248
1974,organic,148,23,5,2.931,0.517,11,2.441,11.471,7.146,0.028,12.811,4.755
691,organic,153,25,2,4.019,0.525,12,2.458,15.521,4.186,0.028,10.172,1.087
3544,anomalous,14,47,1,24.57,0.83,2,0.51,3.312,0.737,0.91,2.842,0.387
2812,organic,71,40,3,9.332,0.686,15,3.016,4.952,7.936,0.201,9.329,3.918
212,organic,47,39,5,4.449,0.533,17,2.935,13.746,5.534,0.179,11.382,3.996
1553,organic,32,16,1,10.282,0.737,5,1.089,2.064,4.289,0.15,6.551,4.568
1029,organic,116,13,2,6.125,0.511,7,1.937,8.828,6.599,0.151,9.691,2.058
888,anomalous,117,148,3,19.428,0.673,2,0.426,3.885,2.445,0.714,1.091,0.668
750,anomalous,45,31,1,15.058,0.987,2,0.631,0.05,1.354,0.871,1.225,0.557
2952,anomalous,168,136,2,25.26,0.888,4,0.125,4.678,0.378,0.723,3.217,0.02
250,anomalous,106,15,1,6.668,0.631,6,1.29,3.25,1.059,0.36,3.774,0.75
1582,anomalous,39,27,1,9.312,0.88,3,0.554,3.825,2.72,0.413,1.008,0.026
3895,organic,23,39,2,10.401,0.621,2,0.539,7.922,5.361,0.218,4.311,4.464
1244,organic,149,77,2,16.184,0.617,11,2.036,8.248,4.219,0.028,8.17,4.742
3840,anomalous,10,104,1,30.157,0.93,1,0.155,2.2,0.706,0.91,1.259,0.581
1949,organic,28,10,1,8.323,0.569,5,1.28,10.698,4.819,0.09,12.297,5.027
3260,anomalous,112,111,2,28.492,0.923,1,0.145,1.552,0.05,0.831,0.163,0.02
3257,organic,113,32,6,3.554,0.621,4,0.77,13.074,2.791,0.056,4.773,3.652
3238,organic,37,58,4,6.752,0.754,6,0.914,7.947,3.876,0.145,8.445,2.855
